,Unnamed: 0,Unnamed: 0.1,Hotel Name,Review,Review_Lemma,Keyword,Sentiment,User Contribution,Recency,joy,sadness,fear,disgust,anger,MHRs,Index,abs_Sentiment,new_MHR,Normalized_User_Contribution,Recency_new,Score,Bucket
1037,292,364,Angsana Oasis Spa & Resort,"- TV remote was missing its battery cover owing to which the batteries kept slipping out
","- TV remote be miss its battery cover owe to which the battery keep slip out 
",battery keep slip,-0.885095,945,Apr-17,0.021612,0.698216,0.063979,0.029294,0.078977,0.026876137,292,0.885095,0.078437553,0.34463895,836 days 00:00:00.000000000,2.68550045,facility
1038,258,319,Angsana Oasis Spa & Resort,their food and Service was excellent little concern we had rooms and linen was little dirty and old rest,their food and Service be excellent little concern we have room and linen be little dirty and old rest,excellent little concern,-0.328964,1,Jun-19,0.064954,0.262545,0.087579,0.720311,0.063761,0.026045129,258,0.328964,0.076012269,0.000364697,45 days 00:00:00.000000000,2.675187711,facility
1039,287,356,Angsana Oasis Spa & Resort,"I also suspect if they provide 24 hour hot water service, as the water in my bath was barely lukewarm.","i also suspect if they provide 24 hour hot water service , as the water in my bath be barely lukewarm .",hot water service,-0.947407,217,Aug-17,0.177088,0.155508,0.170433,0.240109,0.349321,0.025959494,287,0.947407,0.075762344,0.079139314,714 days 00:00:00.000000000,2.535654653,facility
1040,274,339,Angsana Oasis Spa & Resort,"However, rooms on the ground floor need an uplift as they are quite old - like a/c, bathroom fittings, doors, etc.","however , room on the ground floor nee an uplift as they be quite old - like a / c , bathroom fitting , door , etc .",ground floor,-0.409845,21,Sep-18,0.089983,0.168569,0.19429,0.277579,0.313771,0.026848534,274,0.409845,0.078356992,0.007658643,318 days 00:00:00.000000000,2.525537764,facility
1041,282,350,Angsana Oasis Spa & Resort,"If the room was dismissal, the bathroom was in a further state of disrepair - cracked basin counter, broken shelf and leaking water faucets.","if the room be dismissal , the bathroom be in a furth state of disrepair - crack basin counter , broken shelf and leak water faucet .",bathroom,-0.787961,217,Aug-17,0.069231,0.137109,0.217469,0.557607,0.097054,0.025590558,282,0.787961,0.07468561,0.079139314,714 days 00:00:00.000000000,2.468970187,facility
1042,291,363,Angsana Oasis Spa & Resort,Hot water is an issue (i also heard other people complaining at the reception about this).,Hot water be an issue ( i also hear oth people complain at the reception about this ) .,Hot water,-0.763,81,Jun-17,0.121771,0.369238,0.07602,0.236552,0.274442,0.026638267,291,0.763,0.077743333,0.029540481,775 days 00:00:00.000000000,2.43412702,facility
1043,271,334,Angsana Oasis Spa & Resort,"Glasses for water weren't placed at the table and we had to scout and pickup unused glasses for drinking water ourselves.
","glass for water be n't place at the table and we have to scout and pickup unused glass for drinking water ourselves . 
",water,-0.23615,173,May-19,0.279214,0.268029,0.106105,0.321065,0.18626,0.026168354,271,0.23615,0.0763719,0.063092633,76 days 00:00:00.000000000,2.411692379,facility
1044,261,322,Angsana Oasis Spa & Resort,"The bedrooms were ok, but the beds hard and the bedding old.","the bedroom be ok , but the bed hard and the bedding old .",bed,-0.528021,13,Apr-19,0.108829,0.687492,0.170919,0.058012,0.065268,0.026052636,261,0.528021,0.076034179,0.004741065,106 days 00:00:00.000000000,2.367306319,facility
1045,279,346,Angsana Oasis Spa & Resort,"The rooms we were given were facing the back wall and was not what we were looking for , these are the worst rooms on the property I think.","the room we be give be face the back wall and be not what we be look for , these be the bad room on the property i think .",back wall,-0.637865,28,May-18,0.229348,0.208787,0.306267,0.283908,0.143369,0.02575394,279,0.637865,0.07516244,0.010211524,441 days 00:00:00.000000000,2.303530548,facility
1046,277,344,Angsana Oasis Spa & Resort,The air conditioner was not working,the air conditioner be not work,air conditioner,-0.732994,3,Apr-18,0.075931,0.635959,0.259378,0.035418,0.023555,0.025894115,277,0.732994,0.075571538,0.001094092,471 days 00:00:00.000000000,2.183778399,facility
1047,266,328,Angsana Oasis Spa & Resort,"The day bed which is in the hotel picture of the pool is filthy now, even sat on towels I was concerned by just how dirty it was.","the day bed which be in the hotel picture of the pool be filthy now , even sit on towel i be concern by just how dirty it be .",day bed,-0.803686,13,Apr-19,0.285246,0.050319,0.041811,0.652143,0.099868,0.025789882,266,0.803686,0.075267334,0.004741065,106 days 00:00:00.000000000,2.12527263,facility
1048,264,326,Angsana Oasis Spa & Resort,Off course - this resort exploits its proximity of location and the huge demand of IT / Industries in and around Bangalore for an outside location venue their meeting & training needs and couldnt care less to maintain as business comes automatically and most times overbooked.,off course - this resort exploit its proximity of location and the huge demand of IT / Industries in and around Bangalore for an outside location venue their meeting & training need and could nt care less to maintain as busines come automatically and most time overbooke .,huge demand of IT,-0.660547,15,Feb-19,0.079415,0.248832,0.020464,0.102112,0.284751,0.026343296,264,0.660547,0.076882463,0.00547046,165 days 00:00:00.000000000,1.926137696,facility
1049,278,345,Angsana Oasis Spa & Resort,"Mind you, even the corporate event price tag is not at lower side.","Mind you , even the corporate event price tag be not at low side .",low side,-0.394774,5,Jul-18,0.173032,0.31693,0.052516,0.268469,0.072698,0.026932723,278,0.394774,0.078602696,0.001823487,380 days 00:00:00.000000000,1.772702931,facility
1050,269,332,Angsana Oasis Spa & Resort,"Only con was that the fittings inside the room very old , especially the shower head was rusted.","only con be that the fitting inside the room very old , especially the shower head be rust .",shower head,-0.389785,3,Dec-18,0.287063,0.0609,0.19248,0.141858,0.186366,0.025925601,269,0.389785,0.075663428,0.001094092,227 days 00:00:00.000000000,1.654060962,facility
1051,293,365,Angsana Oasis Spa & Resort,"The hall had lots of space despite the sofas and dining table, the mini bar and tea-coffee maker were in the hall.
","the hall have lot of space despite the sofa and dining table , the mini bar and tea - coffee maker be in the hall . 
",lot of space,-0.236181,532,Jan-17,0.549444,0.149905,0.041316,0.124349,0.149722,0.025989078,293,0.236181,0.075848684,0.194018964,926 days 00:00:00.000000000,1.620041296,facility
1052,273,338,Angsana Oasis Spa & Resort,"Staff kept saying ""Room service will provide bottled water"" and could not understand our situation.
","Staff keep say "" Room service will provide bottled water "" and could not understand our situation . 
",water,-0.925547,173,May-19,0.148572,0.089189,0.042152,0.197743,0.153103,0.026782749,273,0.925547,0.078165,0.063092633,76 days 00:00:00.000000000,1.58357758,facility
1053,270,333,Angsana Oasis Spa & Resort,"One bedroom suite had very small bathrooms, taps broken, hand shower not working properly...","one bedroom suite have very small bathroom , tap break , hand shower not work properly ...",small bathroom,-0.666329,1,Oct-18,0.261614,0.113916,0.140655,0.26467,0.078407,0.026585816,270,0.666329,0.077590256,0.000364697,288 days 00:00:00.000000000,1.567409883,facility
1054,276,343,Angsana Oasis Spa & Resort,I had a problem with operating the air-conditioner in my room,i have a problem with operate the air - conditioner in my room,air,-0.700657,11,Aug-18,0.025389,0.212868,0.246156,0.063243,0.064239,0.026154222,276,0.700657,0.076330655,0.00401167,349 days 00:00:00.000000000,1.522557681,facility
1055,262,324,Angsana Oasis Spa & Resort,My bed had made in a hurry when I checked in - fans/AC don't work properly.,my bed have make in a hurry when i check in - fan / AC do n't work properly .,bed,-0.856607,793,Feb-19,0.622755,0.086462,0.066943,0.047369,0.055567,0.026897514,262,0.856607,0.07849994,0.28920496,165 days 00:00:00.000000000,1.468021651,facility
1056,294,366,Angsana Oasis Spa & Resort,"In the morning there was no hot water and after calling the reception from my mobile (no intercom) 9 times and waiting for an hour, I took a cold shower.","in the morning there be no hot water and after call the reception from my mobile ( no intercom ) 9 time and wait for an hour , i take a cold shower .",hot water,-0.870895,2,Feb-17,0.217102,0.312405,0.033173,0.118804,0.104602,0.025466587,294,0.870895,0.074323803,0.000729395,895 days 00:00:00.000000000,1.39937186,facility
1057,268,330,Angsana Oasis Spa & Resort,"The accomodation provided had 2 bathrooms , so no scramble for 3 people.","the accomodation provide have 2 bathroom , so no scramble for 3 people .",bathroom,-0.632493,95,Dec-18,0.096042,0.022471,0.058264,0.32443,0.050045,0.026583167,268,0.632493,0.077582524,0.034646244,227 days 00:00:00.000000000,1.335894458,facility
1058,288,359,Angsana Oasis Spa & Resort,"Another peeve were the bath towels provided - once white and fluffy, they looked dull and work out.","another peeve be the bath towel provide - once white and fluffy , they look dull and work out .",bath towel,-0.934111,217,Aug-17,0.247437,0.114494,0.031224,0.080576,0.149098,0.026391412,288,0.934111,0.07702289,0.079139314,714 days 00:00:00.000000000,1.257994745,facility
1059,283,352,Angsana Oasis Spa & Resort,I couldn't get to have the hand shower work,i could n't get to have the hand shower work,hand shower work,-0.697586,217,Aug-17,0.576624,0.048118,0.16395,0.092241,0.092884,0.026642419,283,0.697586,0.07775545,0.079139314,714 days 00:00:00.000000000,1.246847866,facility
1060,281,349,Angsana Oasis Spa & Resort,"The bathroom is large, the shower poor for a place with this level of ambition.
","the bathroom be large , the shower poor for a place with this level of ambition . 
",bathroom,-0.816501,101,Nov-17,0.15079,0.027199,0.12597,0.198174,0.064006,0.025951594,281,0.816501,0.075739287,0.036834427,622 days 00:00:00.000000000,1.185510177,facility
1061,280,348,Angsana Oasis Spa & Resort,The decor was decent but the air conditioning since it was split AC was not effective and efficient but being good weather,the decor be decent but the air conditioning since it be split AC be not effective and efficient but be good weather,air,-0.551009,571,Jul-17,0.036854,0.086652,0.037046,0.037206,0.062977,0.025973265,280,0.551009,0.075802535,0.208242159,745 days 00:00:00.000000000,1.117921261,facility
995,252,304,Angsana Oasis Spa & Resort,Food was terrible....,Food be terrible ....,Food,-0.947212,1,Apr-19,0.00121,0.301807,0.234146,0.499335,0.369463,0.012105083,252,0.947212,0.012105083,0.000364697,106 days 00:00:00.000000000,3.381010393,food
996,281,342,Angsana Oasis Spa & Resort,But the service and food is terrible.,but the service and food be terrible .,food,-0.942123,90,Jul-17,0.001297,0.300877,0.102883,0.559231,0.402794,0.011661252,281,0.942123,0.011661252,0.032822757,745 days 00:00:00.000000000,3.262424892,food
997,274,332,Angsana Oasis Spa & Resort,"Food is horrible, service is pathetic.
","Food be horrible , service be pathetic . 
",Food,-0.967673,6,Aug-17,0.004363,0.383995,0.266045,0.578572,0.143846,0.012187662,274,0.967673,0.012187662,0.002188184,714 days 00:00:00.000000000,2.963302028,food
998,312,382,Angsana Oasis Spa & Resort,"Overall, left a bad taste and don't know if I will ever consider this again.","overall , leave a bad taste and do n't know if i will ever consider this again .",bad taste,-0.894512,2,Apr-17,0.018463,0.49272,0.11408,0.466802,0.253213,0.012498802,312,0.894512,0.012498802,0.000729395,836 days 00:00:00.000000000,2.952737839,food
999,319,390,Angsana Oasis Spa & Resort,"and no1 is even bothered to inform if the food can be arranged nor has the room service arrived.

","and no1 be even bother to inform if the food can be arrange nor have the room service arrive . 

",food,-0.903156,2,Jun-17,0.043167,0.474955,0.063887,0.117875,0.503921,0.011958876,319,0.903156,0.011958876,0.000729395,775 days 00:00:00.000000000,2.883186933,food
1000,258,313,Angsana Oasis Spa & Resort,"If youre arranging a cocktail or party  please fall back on trusted and mostly dry items as most non veg preparations are very poor sight to even see  forget taste.
","if you re arrange a cocktail or party   please fall back on trusted and mostly dry item as most non veg preparation be very poor sight to even see   forget taste . 
",taste,-0.874012,15,Feb-19,0.026502,0.679691,0.22421,0.282011,0.079084,0.012328515,258,0.874012,0.012328515,0.00547046,165 days 00:00:00.000000000,2.809036799,food
1001,279,339,Angsana Oasis Spa & Resort,"Breakfast sucks big time, all of us are waiting in queue to get food and their staff was busy on phones\games or chatting, not even bothered to work.","Breakfast suck big time , all of us be wait in queue to get food and their staff be busy on phones\games or chat , not even bother to work .",Breakfast,-0.987339,6,Aug-17,0.114467,0.329841,0.376076,0.182319,0.313837,0.011957281,279,0.987339,0.011957281,0.002188184,714 days 00:00:00.000000000,2.792062267,food
